Date,Product,Pettah_Wholesale,Dambulla_Wholesale,Pettah_Retail,Dambulla_Retail,Narahenpita_Retail
2016-08-19,Snake gourd,30.0,50.0,23.0,40.0,
2016-08-19,Tomato,25.0,50.0,20.0,40.0,
2016-08-22,Beans,85.0,105.0,130.0,170.0,
2016-08-22,Brinjal,60.0,80.0,40.0,55.0,
2016-08-22,Cabbage,70.0,90.0,83.0,120.0,
2016-08-22,Carrot,80.0,100.0,85.0,135.0,
2016-08-22,Pumpkin,40.0,60.0,38.0,55.0,
2016-08-22,Snake gourd,35.0,55.0,18.0,40.0,
2016-08-22,Tomato,25.0,50.0,23.0,45.0,
2016-08-23,Beans,85.0,105.0,115.0,165.0,
2016-08-23,Brinjal,60.0,80.0,40.0,55.0,
2016-08-23,Cabbage,70.0,90.0,53.0,90.0,
2016-08-23,Carrot,80.0,100.0,73.0,120.0,
2016-08-23,Pumpkin,40.0,60.0,35.0,55.0,
2016-08-23,Snake gourd,35.0,55.0,18.0,40.0,
2016-08-23,Tomato,25.0,50.0,25.0,50.0,
2016-08-24,Beans,85.0,105.0,110.0,165.0,
2016-08-24,Brinjal,60.0,80.0,30.0,55.0,
2016-08-24,Cabbage,60.0,80.0,60.0,90.0,
2016-08-24,Carrot,80.0,100.0,80.0,120.0,
2016-08-24,Pumpkin,40.0,60.0,35.0,55.0,
2016-08-24,Snake gourd,30.0,50.0,20.0,50.0,
2016-08-24,Tomato,20.0,50.0,28.0,50.0,
2016-08-25,Beans,100.0,120.0,110.0,165.0,
2016-08-25,Brinjal,50.0,80.0,30.0,45.0,
2016-08-25,Cabbage,60.0,80.0,45.0,70.0,
2016-08-25,Carrot,80.0,100.0,55.0,90.0,
2016-08-25,Pumpkin,38.0,55.0,28.0,45.0,
2016-08-25,Snake gourd,30.0,50.0,25.0,50.0,
2016-08-25,Tomato,25.0,45.0,30.0,50.0,
2016-08-26,Beans,100.0,120.0,90.0,145.0,
2016-08-26,Brinjal,55.0,75.0,38.0,55.0,
2016-08-26,Cabbage,65.0,85.0,45.0,70.0,
2016-08-26,Carrot,80.0,100.0,68.0,90.0,
2016-08-26,Pumpkin,38.0,55.0,21.0,45.0,
2016-08-26,Snake gourd,30.0,50.0,23.0,50.0,
2016-08-26,Tomato,25.0,45.0,23.0,45.0,
2016-08-29,Beans,140.0,170.0,115.0,140.0,
2016-08-29,Brinjal,60.0,80.0,38.0,55.0,
2016-08-29,Cabbage,60.0,80.0,45.0,70.0,
2016-08-29,Carrot,70.0,100.0,68.0,100.0,
2016-08-29,Pumpkin,30.0,50.0,30.0,55.0,
2016-08-29,Snake gourd,35.0,60.0,18.0,40.0,
2016-08-29,Tomato,30.0,50.0,23.0,50.0,
2016-08-30,Beans,100.0,120.0,120.0,155.0,
2016-08-30,Brinjal,70.0,100.0,40.0,55.0,
2016-08-30,Cabbage,50.0,80.0,43.0,70.0,
2016-08-30,Carrot,60.0,100.0,60.0,100.0,
2016-08-30,Pumpkin,30.0,50.0,23.0,40.0,
2016-08-30,Snake gourd,40.0,70.0,18.0,40.0,
2016-08-30,Tomato,30.0,50.0,23.0,50.0,
2016-08-31,Beans,120.0,140.0,120.0,155.0,
2016-08-31,Brinjal,60.0,80.0,38.0,55.0,
2016-08-31,Cabbage,70.0,90.0,45.0,70.0,
2016-08-31,Carrot,80.0,100.0,63.0,100.0,
2016-08-31,Pumpkin,30.0,50.0,28.0,40.0,
2016-08-31,Snake gourd,30.0,50.0,18.0,40.0,
2016-08-31,Tomato,25.0,50.0,25.0,50.0,
2016-09-01,Beans,105.0,130.0,130.0,165.0,
2016-09-01,Brinjal,60.0,80.0,40.0,55.0,
2016-09-01,Cabbage,65.0,85.0,40.0,70.0,
2016-09-01,Carrot,80.0,100.0,70.0,100.0,
2016-09-01,Pumpkin,30.0,50.0,33.0,45.0,
2016-09-01,Snake gourd,30.0,50.0,20.0,40.0,
2016-09-01,Tomato,25.0,50.0,33.0,50.0,
2016-09-02,Beans,120.0,140.0,130.0,165.0,
2016-09-02,Brinjal,50.0,70.0,35.0,55.0,
2016-09-02,Cabbage,60.0,80.0,43.0,70.0,
2016-09-02,Carrot,70.0,90.0,65.0,90.0,
2016-09-02,Pumpkin,30.0,50.0,25.0,45.0,
2016-09-02,Snake gourd,30.0,50.0,18.0,40.0,
2016-09-02,Tomato,20.0,50.0,25.0,50.0,
2016-09-05,Beans,100.0,120.0,135.0,175.0,
2016-09-05,Brinjal,40.0,60.0,45.0,60.0,
2016-09-05,Cabbage,50.0,70.0,45.0,70.0,
2016-09-05,Carrot,70.0,90.0,68.0,90.0,
2016-09-05,Pumpkin,30.0,50.0,25.0,35.0,
2016-09-05,Snake gourd,30.0,50.0,25.0,45.0,
2016-09-05,Tomato,20.0,40.0,28.0,50.0,
2016-09-06,Beans,100.0,120.0,135.0,165.0,
2016-09-06,Brinjal,40.0,60.0,38.0,55.0,
2016-09-06,Cabbage,50.0,70.0,43.0,70.0,
2016-09-06,Carrot,70.0,90.0,65.0,90.0,
2016-09-06,Pumpkin,30.0,50.0,25.0,35.0,
2016-09-06,Snake gourd,30.0,50.0,23.0,40.0,
2016-09-06,Tomato,23.0,40.0,30.0,50.0,
2016-09-07,Beans,85.0,105.0,125.0,165.0,
2016-09-07,Brinjal,40.0,60.0,40.0,55.0,
2016-09-07,Cabbage,50.0,70.0,43.0,65.0,
2016-09-07,Carrot,60.0,80.0,60.0,88.0,
2016-09-07,Pumpkin,30.0,50.0,25.0,35.0,
2016-09-07,Snake gourd,30.0,50.0,25.0,35.0,
2016-09-07,Tomato,20.0,40.0,33.0,45.0,
2016-09-08,Beans,100.0,120.0,120.0,165.0,
2016-09-08,Brinjal,40.0,60.0,33.0,50.0,
2016-09-08,Cabbage,40.0,60.0,40.0,65.0,
2016-09-08,Carrot,60.0,80.0,68.0,90.0,
2016-09-08,Pumpkin,30.0,50.0,25.0,35.0,
2016-09-08,Snake gourd,30.0,50.0,25.0,35.0,
2016-09-08,Tomato,35.0,55.0,30.0,45.0,
2016-09-13,Beans,120.0,140.0,145.0,170.0,
2016-09-13,Brinjal,50.0,70.0,50.0,68.0,
2016-09-13,Cabbage,60.0,80.0,53.0,80.0,
2016-09-13,Carrot,70.0,90.0,70.0,105.0,
2016-09-13,Pumpkin,30.0,50.0,25.0,40.0,
2016-09-13,Snake gourd,50.0,70.0,35.0,60.0,
2016-09-13,Tomato,45.0,65.0,65.0,90.0,
2016-09-14,Beans,120.0,140.0,125.0,165.0,
2016-09-14,Brinjal,50.0,70.0,60.0,70.0,
2016-09-14,Cabbage,50.0,70.0,55.0,80.0,
2016-09-14,Carrot,70.0,90.0,68.0,105.0,
2016-09-14,Pumpkin,30.0,50.0,30.0,45.0,
2016-09-14,Snake gourd,50.0,70.0,35.0,55.0,
2016-09-14,Tomato,50.0,70.0,60.0,90.0,
2016-09-15,Beans,120.0,140.0,120.0,165.0,
2016-09-15,Brinjal,50.0,70.0,43.0,65.0,
2016-09-15,Cabbage,50.0,70.0,50.0,80.0,
2016-09-15,Carrot,70.0,90.0,75.0,105.0,
2016-09-15,Pumpkin,30.0,50.0,28.0,45.0,
2016-09-15,Snake gourd,50.0,70.0,33.0,55.0,
2016-09-15,Tomato,43.0,65.0,55.0,90.0,
2016-09-19,Beans,120.0,140.0,105.0,160.0,
2016-09-19,Brinjal,50.0,70.0,40.0,50.0,
2016-09-19,Cabbage,50.0,70.0,53.0,70.0,
2016-09-19,Carrot,70.0,90.0,83.0,115.0,
2016-09-19,Pumpkin,28.0,50.0,23.0,40.0,
2016-09-19,Snake gourd,50.0,70.0,33.0,55.0,
2016-09-19,Tomato,40.0,60.0,38.0,60.0,
2016-09-20,Beans,100.0,120.0,110.0,160.0,
2016-09-20,Brinjal,50.0,70.0,40.0,50.0,
2016-09-20,Cabbage,50.0,70.0,43.0,70.0,
2016-09-20,Carrot,70.0,95.0,75.0,115.0,
2016-09-20,Pumpkin,28.0,50.0,18.0,30.0,
2016-09-20,Snake gourd,60.0,80.0,28.0,45.0,
2016-09-20,Tomato,40.0,60.0,35.0,60.0,
2016-09-21,Beans,115.0,135.0,125.0,155.0,
2016-09-21,Brinjal,50.0,70.0,40.0,50.0,
2016-09-21,Cabbage,50.0,70.0,45.0,65.0,
2016-09-21,Carrot,60.0,80.0,85.0,120.0,
2016-09-21,Pumpkin,28.0,50.0,18.0,25.0,
2016-09-21,Snake gourd,55.0,75.0,28.0,45.0,
2016-09-21,Tomato,40.0,60.0,35.0,60.0,
2016-09-22,Beans,110.0,130.0,95.0,135.0,
2016-09-22,Brinjal,50.0,70.0,38.0,50.0,
2016-09-22,Cabbage,45.0,65.0,38.0,60.0,
2016-09-22,Carrot,60.0,80.0,73.0,105.0,
2016-09-22,Pumpkin,28.0,50.0,18.0,35.0,
2016-09-22,Snake gourd,50.0,70.0,25.0,45.0,
2016-09-22,Tomato,40.0,60.0,33.0,55.0,
2016-09-23,Beans,110.0,130.0,95.0,135.0,
2016-09-23,Brinjal,55.0,75.0,40.0,50.0,
2016-09-23,Cabbage,50.0,70.0,35.0,60.0,
2016-09-23,Carrot,60.0,80.0,60.0,90.0,
2016-09-23,Pumpkin,28.0,50.0,18.0,35.0,
2016-09-23,Snake gourd,50.0,70.0,23.0,40.0,
2016-09-23,Tomato,40.0,60.0,35.0,55.0,
2016-09-26,Beans,140.0,160.0,110.0,145.0,
2016-09-26,Brinjal,60.0,80.0,45.0,58.0,
2016-09-26,Cabbage,50.0,70.0,45.0,65.0,
2016-09-26,Carrot,70.0,95.0,78.0,105.0,
2016-09-26,Pumpkin,28.0,50.0,25.0,45.0,
2016-09-26,Snake gourd,50.0,70.0,35.0,55.0,
2016-09-26,Tomato,60.0,80.0,50.0,65.0,
2016-09-27,Beans,120.0,140.0,110.0,145.0,
2016-09-27,Brinjal,60.0,80.0,40.0,50.0,
2016-09-27,Cabbage,60.0,80.0,40.0,65.0,
2016-09-27,Carrot,60.0,80.0,75.0,105.0,
2016-09-27,Pumpkin,28.0,50.0,25.0,45.0,
2016-09-27,Snake gourd,60.0,80.0,33.0,53.0,
2016-09-27,Tomato,50.0,70.0,45.0,70.0,
2016-09-28,Beans,120.0,140.0,110.0,145.0,
2016-09-28,Brinjal,60.0,80.0,45.0,60.0,
2016-09-28,Cabbage,60.0,80.0,38.0,65.0,
2016-09-28,Carrot,60.0,80.0,65.0,105.0,
2016-09-28,Pumpkin,28.0,50.0,20.0,35.0,
2016-09-28,Snake gourd,60.0,80.0,35.0,55.0,
2016-09-28,Tomato,50.0,70.0,40.0,65.0,
2016-09-29,Beans,120.0,155.0,115.0,145.0,
2016-09-29,Brinjal,55.0,88.0,40.0,50.0,
2016-09-29,Cabbage,50.0,80.0,45.0,65.0,
2016-09-29,Carrot,65.0,95.0,68.0,105.0,
2016-09-29,Pumpkin,30.0,53.0,23.0,35.0,
2016-09-29,Snake gourd,65.0,93.0,43.0,60.0,
2016-09-29,Tomato,53.0,78.0,48.0,70.0,
2016-09-30,Beans,133.0,155.0,120.0,145.0,
2016-09-30,Brinjal,63.0,78.0,38.0,55.0,
2016-09-30,Cabbage,45.0,70.0,45.0,65.0,
2016-09-30,Carrot,63.0,83.0,70.0,105.0,
2016-09-30,Pumpkin,30.0,48.0,23.0,35.0,
2016-09-30,Snake gourd,60.0,83.0,33.0,55.0,
2016-09-30,Tomato,53.0,70.0,55.0,70.0,
2016-10-03,Beans,143.0,175.0,120.0,150.0,
2016-10-03,Brinjal,58.0,83.0,40.0,50.0,
2016-10-03,Cabbage,40.0,78.0,45.0,60.0,
2016-10-03,Carrot,65.0,93.0,68.0,100.0,
2016-10-03,Pumpkin,32.0,53.0,18.0,30.0,
2016-10-03,Snake gourd,68.0,88.0,35.0,55.0,
2016-10-03,Tomato,53.0,73.0,50.0,70.0,
2016-10-04,Beans,148.0,175.0,120.0,150.0,
2016-10-04,Brinjal,60.0,83.0,38.0,55.0,
2016-10-04,Cabbage,39.0,75.0,40.0,60.0,
2016-10-04,Carrot,63.0,95.0,68.0,100.0,
2016-10-04,Pumpkin,32.0,53.0,18.0,30.0,
2016-10-04,Snake gourd,70.0,93.0,35.0,55.0,
2016-10-04,Tomato,48.0,73.0,45.0,70.0,
2016-10-05,Beans,137.5,165.0,120.0,150.0,
2016-10-05,Brinjal,65.0,93.0,45.0,60.0,
2016-10-05,Cabbage,42.0,73.0,43.0,60.0,
2016-10-05,Carrot,68.0,95.0,65.0,100.0,
2016-10-05,Pumpkin,34.0,53.0,18.0,30.0,
2016-10-05,Snake gourd,65.0,93.0,35.0,55.0,
2016-10-05,Tomato,48.0,73.0,43.0,70.0,
2016-10-06,Beans,155.0,180.0,110.0,145.0,
2016-10-06,Brinjal,60.0,85.0,38.0,55.0,
2016-10-06,Cabbage,45.0,73.0,43.0,60.0,
2016-10-06,Carrot,63.0,98.0,58.0,90.0,
2016-10-06,Pumpkin,30.0,53.0,18.0,30.0,
2016-10-06,Snake gourd,63.0,90.0,35.0,55.0,
2016-10-06,Tomato,48.0,73.0,43.0,70.0,
2016-10-07,Beans,153.0,185.0,105.0,145.0,
2016-10-07,Brinjal,60.0,90.0,45.0,58.0,
2016-10-07,Cabbage,45.0,75.0,35.0,60.0,
2016-10-07,Carrot,60.0,90.0,58.0,90.0,
2016-10-07,Pumpkin,30.0,52.5,18.0,30.0,
2016-10-07,Snake gourd,73.0,95.0,38.0,55.0,
2016-10-07,Tomato,50.0,75.0,45.0,70.0,
2016-10-10,Beans,155.0,185.0,130.0,155.0,
2016-10-10,Brinjal,60.0,88.0,50.0,75.0,
2016-10-10,Cabbage,39.0,73.0,45.0,65.0,
2016-10-10,Carrot,60.0,93.0,63.0,90.0,
2016-10-10,Pumpkin,30.0,53.0,23.0,35.0,
2016-10-10,Snake gourd,75.0,103.0,55.0,68.0,
2016-10-10,Tomato,60.0,85.0,55.0,75.0,
2016-10-11,Beans,155.0,185.0,130.0,155.0,
2016-10-11,Brinjal,53.0,88.0,60.0,68.0,
2016-10-11,Cabbage,45.0,83.0,45.0,65.0,
2016-10-11,Carrot,60.0,93.0,70.0,90.0,
2016-10-11,Pumpkin,33.0,53.0,23.0,35.0,
2016-10-11,Snake gourd,85.0,118.0,50.0,70.0,
2016-10-11,Tomato,60.0,88.0,55.0,70.0,
2016-10-12,Beans,153.0,185.0,130.0,155.0,
2016-10-12,Brinjal,53.0,93.0,55.0,70.0,
2016-10-12,Cabbage,45.0,78.0,43.0,65.0,
2016-10-12,Carrot,65.0,98.0,65.0,90.0,
2016-10-12,Pumpkin,29.0,48.0,18.0,28.0,
2016-10-12,Snake gourd,90.0,118.0,55.0,70.0,
2016-10-12,Tomato,55.0,85.0,50.0,70.0,
2016-10-13,Beans,157.5,190.0,130.0,155.0,
2016-10-13,Brinjal,57.5,93.0,55.0,70.0,
2016-10-13,Cabbage,45.0,83.0,40.0,65.0,
2016-10-13,Carrot,85.0,118.0,68.0,90.0,
2016-10-13,Pumpkin,34.0,68.0,20.0,28.0,
2016-10-13,Snake gourd,85.0,113.0,48.0,70.0,
2016-10-13,Tomato,60.0,88.0,45.0,70.0,
2016-10-14,Beans,155.0,185.0,130.0,155.0,
2016-10-14,Brinjal,63.0,98.0,50.0,65.0,
2016-10-14,Cabbage,60.0,103.0,48.0,70.0,
2016-10-14,Carrot,90.0,128.0,100.0,120.0,
2016-10-14,Pumpkin,28.0,58.0,18.0,30.0,
2016-10-14,Snake gourd,90.0,118.0,55.0,80.0,
2016-10-14,Tomato,65.0,93.0,55.0,70.0,
2016-10-17,Beans,140.0,178.0,110.0,155.0,
2016-10-17,Brinjal,53.0,83.0,50.0,65.0,
2016-10-17,Cabbage,55.0,85.0,50.0,70.0,
2016-10-17,Carrot,75.0,105.0,95.0,145.0,
2016-10-17,Pumpkin,32.0,53.0,23.0,35.0,
2016-10-17,Snake gourd,90.0,123.0,55.0,80.0,
2016-10-17,Tomato,40.0,70.0,45.0,70.0,
2016-10-19,Beans,150.0,190.0,115.0,155.0,
2016-10-19,Brinjal,60.0,83.0,38.0,55.0,
2016-10-19,Cabbage,55.0,83.0,50.0,70.0,
2016-10-19,Carrot,70.0,110.0,88.0,125.0,
2016-10-19,Pumpkin,35.0,55.0,23.0,35.0,
2016-10-19,Snake gourd,95.0,120.0,53.0,80.0,
2016-10-19,Tomato,50.0,75.0,30.0,55.0,
2016-10-20,Beans,150.0,190.0,125.0,155.0,
2016-10-20,Brinjal,50.0,70.0,40.0,50.0,
2016-10-20,Cabbage,40.0,70.0,35.0,60.0,
2016-10-20,Carrot,65.0,100.0,80.0,120.0,
2016-10-20,Pumpkin,32.5,55.0,20.0,35.0,
2016-10-20,Snake gourd,90.0,110.0,45.0,70.0,
2016-10-20,Tomato,45.0,70.0,15.0,33.0,
2016-10-21,Beans,160.0,200.0,130.0,155.0,
2016-10-21,Brinjal,50.0,75.0,38.0,55.0,
2016-10-21,Cabbage,45.0,75.0,48.0,70.0,
2016-10-21,Carrot,90.0,140.0,83.0,120.0,
2016-10-21,Pumpkin,35.0,55.0,20.0,35.0,
2016-10-21,Snake gourd,125.0,145.0,55.0,75.0,
2016-10-21,Tomato,41.67,75.0,20.0,40.0,
2016-10-24,Beans,163.0,207.0,145.0,170.0,
2016-10-24,Brinjal,50.0,80.0,40.0,60.0,
2016-10-24,Cabbage,50.0,75.0,40.0,70.0,
2016-10-24,Carrot,80.0,120.0,78.0,110.0,
2016-10-24,Pumpkin,33.0,55.0,22.0,35.0,
2016-10-24,Snake gourd,90.0,117.0,55.0,75.0,
2016-10-24,Tomato,50.0,75.0,25.0,45.0,
2016-10-25,Beans,170.0,205.0,155.0,175.0,
2016-10-25,Brinjal,50.0,75.0,40.0,55.0,
2016-10-25,Cabbage,40.0,70.0,45.0,70.0,
2016-10-25,Carrot,75.0,110.0,95.0,130.0,
2016-10-25,Pumpkin,35.0,55.0,25.0,35.0,
2016-10-25,Snake gourd,90.0,115.0,55.0,75.0,
2016-10-25,Tomato,45.0,75.0,35.0,50.0,
2016-10-26,Beans,160.0,200.0,160.0,190.0,
2016-10-26,Brinjal,55.0,85.0,60.0,70.0,
2016-10-26,Cabbage,40.0,70.0,40.0,70.0,
2016-10-26,Carrot,80.0,110.0,95.0,130.0,
2016-10-26,Pumpkin,35.0,55.0,25.0,40.0,
2016-10-26,Snake gourd,95.0,120.0,80.0,105.0,
2016-10-26,Tomato,45.0,75.0,35.0,50.0,
2016-10-27,Beans,145.0,190.0,155.0,190.0,
2016-10-27,Brinjal,50.0,75.0,45.0,55.0,
2016-10-27,Cabbage,40.0,70.0,45.0,70.0,
2016-10-27,Carrot,85.0,115.0,85.0,120.0,
2016-10-27,Pumpkin,35.0,55.0,30.0,40.0,
2016-10-27,Snake gourd,95.0,120.0,65.0,90.0,
2016-10-27,Tomato,45.0,70.0,35.0,50.0,
2016-10-28,Beans,175.0,200.0,115.0,165.0,
2016-10-28,Brinjal,50.0,75.0,45.0,55.0,
2016-10-28,Cabbage,45.0,75.0,30.0,55.0,
2016-10-28,Carrot,80.0,105.0,90.0,120.0,
2016-10-28,Pumpkin,35.0,55.0,25.0,45.0,
2016-10-28,Snake gourd,100.0,120.0,65.0,90.0,
2016-10-28,Tomato,45.0,70.0,25.0,50.0,
2016-10-31,Beans,165.0,205.0,150.0,175.0,
2016-10-31,Brinjal,55.0,70.0,45.0,65.0,
2016-10-31,Cabbage,45.0,75.0,40.0,55.0,
2016-10-31,Carrot,75.0,100.0,90.0,120.0,
2016-10-31,Pumpkin,35.0,60.0,35.0,45.0,
2016-10-31,Snake gourd,95.0,125.0,65.0,90.0,
2016-10-31,Tomato,40.0,70.0,45.0,55.0,
2016-11-01,Beans,163.0,207.0,150.0,175.0,
2016-11-01,Brinjal,53.0,80.0,50.0,65.0,
2016-11-01,Cabbage,45.0,70.0,40.0,58.0,
2016-11-01,Carrot,70.0,103.0,95.0,130.0,
2016-11-01,Pumpkin,33.0,53.0,28.0,45.0,
2016-11-01,Snake gourd,90.0,113.0,55.0,85.0,
2016-11-01,Tomato,45.0,70.0,43.0,55.0,
2016-11-02,Beans,145.0,190.0,135.0,175.0,
2016-11-02,Brinjal,55.0,85.0,40.0,55.0,
2016-11-02,Cabbage,40.0,65.0,30.0,60.0,
2016-11-02,Carrot,60.0,110.0,90.0,125.0,
2016-11-02,Pumpkin,35.0,55.0,20.0,35.0,
2016-11-02,Snake gourd,85.0,110.0,55.0,75.0,
2016-11-02,Tomato,40.0,70.0,35.0,55.0,
2016-11-03,Beans,120.0,160.0,125.0,175.0,
2016-11-03,Brinjal,55.0,85.0,40.0,45.0,
2016-11-03,Cabbage,35.0,75.0,25.0,50.0,
2016-11-03,Carrot,65.0,95.0,80.0,110.0,
2016-11-03,Pumpkin,35.0,50.0,20.0,35.0,
2016-11-03,Snake gourd,85.0,120.0,55.0,75.0,
2016-11-03,Tomato,40.0,70.0,25.0,45.0,
2016-11-04,Beans,140.0,165.0,110.0,165.0,
2016-11-04,Brinjal,50.0,80.0,35.0,55.0,
2016-11-04,Cabbage,40.0,75.0,15.0,30.0,
2016-11-04,Carrot,75.0,100.0,60.0,90.0,
2016-11-04,Pumpkin,35.0,60.0,20.0,35.0,
2016-11-04,Snake gourd,90.0,120.0,45.0,75.0,
2016-11-04,Tomato,40.0,80.0,35.0,45.0,
2016-11-07,Beans,160.0,190.0,100.0,155.0,
2016-11-07,Brinjal,45.0,80.0,30.0,40.0,
2016-11-07,Cabbage,35.0,65.0,25.0,40.0,
2016-11-07,Carrot,75.0,110.0,85.0,110.0,
2016-11-07,Pumpkin,35.0,60.0,25.0,40.0,
2016-11-07,Snake gourd,80.0,110.0,45.0,70.0,
2016-11-07,Tomato,35.0,55.0,25.0,45.0,
2016-11-08,Beans,160.0,190.0,95.0,150.0,
2016-11-08,Brinjal,45.0,70.0,30.0,55.0,
2016-11-08,Cabbage,30.0,50.0,15.0,35.0,
2016-11-08,Carrot,70.0,110.0,70.0,110.0,
2016-11-08,Pumpkin,40.0,55.0,25.0,40.0,
