Date,Product,Pettah_Wholesale,Dambulla_Wholesale,Pettah_Retail,Dambulla_Retail,Narahenpita_Retail
2016-08-22,Beans,107.00105,172.0017,,,
2016-08-22,Brinjal,80.008,64.0055,,,
2016-08-22,Cabbage,92.009,121.0012,,,
2016-08-22,Carrot,104.001,126.00135,,,
2016-08-22,Pumpkin,68.006,63.0055,,,
2016-08-22,Snake gourd,54.0055,42.004,,,
2016-08-22,Tomato,49.005,50.0045,,,
2016-08-23,Beans,103.00105,171.00165,,,
2016-08-23,Brinjal,80.008,62.0055,,,
2016-08-23,Cabbage,91.009,123.009,,,
2016-08-23,Carrot,104.001,131.0012,,,
2016-08-23,Pumpkin,64.006,61.0055,,,
2016-08-23,Snake gourd,53.0055,41.004,,,
2016-08-23,Tomato,49.005,50.005,,,
2016-08-24,Beans,104.00105,169.00165,,,
2016-08-24,Brinjal,80.008,61.0055,,,
2016-08-24,Cabbage,89.008,116.009,,,
2016-08-24,Carrot,104.001,129.0012,,,
2016-08-24,Pumpkin,60.006,59.0055,,,
2016-08-24,Snake gourd,53.005,40.005,,,
2016-08-24,Tomato,50.005,49.005,,,
2016-08-25,Beans,103.0012,166.00165,,,
2016-08-25,Brinjal,80.008,57.0045,,,
2016-08-25,Cabbage,88.008,110.007,,,
2016-08-25,Carrot,100.001,127.009,,,
2016-08-25,Pumpkin,60.0055,57.0045,,,
2016-08-25,Snake gourd,53.005,42.005,,,
2016-08-25,Tomato,50.0045,48.005,,,
2016-08-26,Beans,107.0012,166.00145,,,
2016-08-26,Brinjal,80.0075,55.0055,,,
2016-08-26,Cabbage,86.0085,99.007,,,
2016-08-26,Carrot,100.001,119.009,,,
2016-08-26,Pumpkin,59.0055,53.0045,,,
2016-08-26,Snake gourd,52.005,44.005,,,
2016-08-26,Tomato,49.0045,47.0045,,,
2016-08-29,Beans,111.0017,162.0014,,,
2016-08-29,Brinjal,79.008,53.0055,,,
2016-08-29,Cabbage,85.008,88.007,,,
2016-08-29,Carrot,100.001,111.001,,,
2016-08-29,Pumpkin,58.005,51.0055,,,
2016-08-29,Snake gourd,52.006,46.004,,,
2016-08-29,Tomato,48.005,48.005,,,
2016-08-30,Beans,124.0012,156.00155,,,
2016-08-30,Brinjal,79.001,53.0055,,,
2016-08-30,Cabbage,83.008,78.007,,,
2016-08-30,Carrot,100.001,104.001,,,
2016-08-30,Pumpkin,56.005,51.004,,,
2016-08-30,Snake gourd,53.007,46.004,,,
2016-08-30,Tomato,48.005,49.005,,,
2016-08-31,Beans,127.0014,154.00155,,,
2016-08-31,Brinjal,83.008,53.0055,,,
2016-08-31,Cabbage,81.009,74.007,,,
2016-08-31,Carrot,100.001,100.001,,,
2016-08-31,Pumpkin,54.005,48.004,,,
2016-08-31,Snake gourd,56.005,46.004,,,
2016-08-31,Tomato,48.005,49.005,,,
2016-09-01,Beans,134.0013,152.00165,,,
2016-09-01,Brinjal,83.008,53.0055,,,
2016-09-01,Cabbage,83.0085,70.007,,,
2016-09-01,Carrot,100.001,96.001,,,
2016-09-01,Pumpkin,52.005,45.0045,,,
2016-09-01,Snake gourd,56.005,44.004,,,
2016-09-01,Tomato,48.005,49.005,,,
2016-09-02,Beans,136.0014,152.00165,,,
2016-09-02,Brinjal,83.007,55.0055,,,
2016-09-02,Cabbage,84.008,70.007,,,
2016-09-02,Carrot,100.009,98.009,,,
2016-09-02,Pumpkin,51.005,45.0045,,,
2016-09-02,Snake gourd,56.005,42.004,,,
2016-09-02,Tomato,49.005,49.005,,,
2016-09-05,Beans,140.0012,156.00175,,,
2016-09-05,Brinjal,82.006,55.006,,,
2016-09-05,Cabbage,83.007,70.007,,,
2016-09-05,Carrot,98.009,98.009,,,
2016-09-05,Pumpkin,50.005,45.0035,,,
2016-09-05,Snake gourd,56.005,40.0045,,,
2016-09-05,Tomato,50.004,50.005,,,
2016-09-06,Beans,130.0012,163.00165,,,
2016-09-06,Brinjal,78.006,56.0055,,,
2016-09-06,Cabbage,81.007,70.007,,,
2016-09-06,Carrot,96.009,96.009,,,
2016-09-06,Pumpkin,50.005,41.0035,,,
2016-09-06,Snake gourd,54.005,41.004,,,
2016-09-06,Tomato,48.004,50.005,,,
2016-09-07,Beans,130.00105,165.00165,,,
2016-09-07,Brinjal,70.006,56.0055,,,
2016-09-07,Cabbage,79.007,70.0065,,,
2016-09-07,Carrot,94.008,94.0088,,,
2016-09-07,Pumpkin,50.005,40.0035,,,
2016-09-07,Snake gourd,50.005,41.0035,,,
2016-09-07,Tomato,46.004,50.0045,,,
2016-09-08,Beans,123.0012,167.00165,,,
2016-09-08,Brinjal,66.006,56.005,,,
2016-09-08,Cabbage,75.006,69.0065,,,
2016-09-08,Carrot,90.008,92.009,,,
2016-09-08,Pumpkin,50.005,39.0035,,,
2016-09-08,Snake gourd,50.005,40.0035,,,
2016-09-08,Tomato,44.0055,49.0045,,,
2016-09-13,Beans,116.0014,167.0017,,,
2016-09-13,Brinjal,60.007,54.0068,,,
2016-09-13,Cabbage,70.008,68.008,,,
2016-09-13,Carrot,84.009,90.00105,,,
2016-09-13,Pumpkin,50.005,36.004,,,
2016-09-13,Snake gourd,50.007,39.006,,,
2016-09-13,Tomato,47.0065,50.009,,,
2016-09-14,Beans,120.0014,166.00165,,,
2016-09-14,Brinjal,62.007,56.007,,,
2016-09-14,Cabbage,72.007,70.008,,,
2016-09-14,Carrot,84.009,93.00105,,,
2016-09-14,Pumpkin,50.005,37.0045,,,
2016-09-14,Snake gourd,54.007,42.0055,,,
2016-09-14,Tomato,52.007,58.009,,,
2016-09-15,Beans,124.0014,166.00165,,,
2016-09-15,Brinjal,64.007,59.0065,,,
2016-09-15,Cabbage,72.007,72.008,,,
2016-09-15,Carrot,84.009,96.00105,,,
2016-09-15,Pumpkin,50.005,39.0045,,,
2016-09-15,Snake gourd,58.007,45.0055,,,
2016-09-15,Tomato,58.0065,66.009,,,
2016-09-19,Beans,131.0014,166.0016,,,
2016-09-19,Brinjal,66.007,61.005,,,
2016-09-19,Cabbage,72.007,75.007,,,
2016-09-19,Carrot,86.009,99.00115,,,
2016-09-19,Pumpkin,50.005,41.004,,,
2016-09-19,Snake gourd,62.007,49.0055,,,
2016-09-19,Tomato,63.006,75.006,,,
2016-09-20,Beans,135.0012,165.0016,,,
2016-09-20,Brinjal,68.007,61.005,,,
2016-09-20,Cabbage,74.007,76.007,,,
2016-09-20,Carrot,88.0095,104.00115,,,
2016-09-20,Pumpkin,50.005,42.003,,,
2016-09-20,Snake gourd,66.008,53.0045,,,
2016-09-20,Tomato,64.006,78.006,,,
2016-09-21,Beans,136.00135,164.00155,,,
2016-09-21,Brinjal,70.007,61.005,,,
2016-09-21,Cabbage,72.007,76.0065,,,
2016-09-21,Carrot,91.008,109.0012,,,
2016-09-21,Pumpkin,50.005,40.0025,,,
2016-09-21,Snake gourd,72.0075,54.0045,,,
2016-09-21,Tomato,64.006,78.006,,,
2016-09-22,Beans,135.0013,161.00135,,,
2016-09-22,Brinjal,70.007,57.005,,,
2016-09-22,Cabbage,70.0065,73.006,,,
2016-09-22,Carrot,89.008,112.00105,,,
2016-09-22,Pumpkin,50.005,37.0035,,,
2016-09-22,Snake gourd,73.007,51.0045,,,
2016-09-22,Tomato,63.006,72.0055,,,
2016-09-23,Beans,133.0013,155.00135,,,
2016-09-23,Brinjal,70.0075,53.005,,,
2016-09-23,Cabbage,69.007,69.006,,,
2016-09-23,Carrot,87.008,112.009,,,
2016-09-23,Pumpkin,50.005,35.0035,,,
2016-09-23,Snake gourd,73.007,49.004,,,
2016-09-23,Tomato,61.006,65.0055,,,
2016-09-26,Beans,131.0016,149.00145,,,
2016-09-26,Brinjal,71.008,50.0058,,,
2016-09-26,Cabbage,69.007,65.0065,,,
2016-09-26,Carrot,85.0095,109.00105,,,
2016-09-26,Pumpkin,50.005,33.0045,,,
2016-09-26,Snake gourd,73.007,46.0055,,,
2016-09-26,Tomato,60.008,58.0065,,,
2016-09-27,Beans,135.0014,146.00145,,,
2016-09-27,Brinjal,73.008,52.005,,,
2016-09-27,Cabbage,69.008,64.0065,,,
2016-09-27,Carrot,86.008,107.00105,,,
2016-09-27,Pumpkin,50.005,34.0045,,,
2016-09-27,Snake gourd,73.008,46.0053,,,
2016-09-27,Tomato,64.007,59.007,,,
2016-09-28,Beans,139.0014,143.00145,,,
2016-09-28,Brinjal,75.008,52.006,,,
2016-09-28,Cabbage,71.008,63.0065,,,
2016-09-28,Carrot,83.008,105.00105,,,
2016-09-28,Pumpkin,50.005,37.0035,,,
2016-09-28,Snake gourd,73.008,48.0055,,,
2016-09-28,Tomato,66.007,61.0065,,,
2016-09-29,Beans,140.00155,141.00145,,,
2016-09-29,Brinjal,77.0088,54.005,,,
2016-09-29,Cabbage,73.008,63.0065,,,
2016-09-29,Carrot,83.0095,102.00105,,,
2016-09-29,Pumpkin,50.0053,39.0035,,,
2016-09-29,Snake gourd,74.0093,49.606,,,
2016-09-29,Tomato,68.0078,62.007,,,
2016-09-30,Beans,145.00155,143.00145,,,
2016-09-30,Brinjal,81.0078,54.0055,,,
2016-09-30,Cabbage,76.007,64.0065,,,
2016-09-30,Carrot,86.0083,102.00105,,,
2016-09-30,Pumpkin,51.0048,39.0035,,,
2016-09-30,Snake gourd,79.0083,53.0055,,,
2016-09-30,Tomato,72.007,65.007,,,
2016-10-03,Beans,150.00175,145.0015,,,
2016-10-03,Brinjal,81.0083,55.005,,,
2016-10-03,Cabbage,76.0078,65.006,,,
2016-10-03,Carrot,87.0093,105.001,,,
2016-10-03,Pumpkin,50.0053,39.003,,,
2016-10-03,Snake gourd,81.0088,56.0055,,,
2016-10-03,Tomato,74.0073,68.007,,,
2016-10-04,Beans,153.00175,146.0015,,,
2016-10-04,Brinjal,82.0083,53.0055,,,
2016-10-04,Cabbage,78.0075,64.006,,,
2016-10-04,Carrot,86.0095,104.001,,,
2016-10-04,Pumpkin,51.0053,36.003,,,
2016-10-04,Snake gourd,85.0093,56.0055,,,
2016-10-04,Tomato,72.0073,69.007,,,
2016-10-05,Beans,160.00165,147.0015,,,
2016-10-05,Brinjal,82.0093,54.006,,,
2016-10-05,Cabbage,77.0073,63.006,,,
2016-10-05,Carrot,89.0095,103.001,,,
2016-10-05,Pumpkin,51.0053,33.003,,,
2016-10-05,Snake gourd,87.0093,56.0055,,,
2016-10-05,Tomato,73.0073,69.007,,,
2016-10-06,Beans,165.0018,148.00145,,,
2016-10-06,Brinjal,85.0085,54.0055,,,
2016-10-06,Cabbage,75.0073,62.006,,,
2016-10-06,Carrot,92.0098,102.009,,,
2016-10-06,Pumpkin,52.0053,32.003,,,
2016-10-06,Snake gourd,90.009,56.0055,,,
2016-10-06,Tomato,73.0073,70.007,,,
2016-10-07,Beans,170.00185,148.00145,,,
2016-10-07,Brinjal,84.009,55.0058,,,
2016-10-07,Cabbage,74.0075,61.006,,,
2016-10-07,Carrot,93.009,99.009,,,
2016-10-07,Pumpkin,52.0052,31.003,,,
2016-10-07,Snake gourd,89.0095,55.0055,,,
2016-10-07,Tomato,72.0075,70.007,,,
2016-10-10,Beans,176.00185,148.00155,,,
2016-10-10,Brinjal,87.0088,56.0075,,,
2016-10-10,Cabbage,75.0073,60.0065,,,
2016-10-10,Carrot,94.0093,96.009,,,
2016-10-10,Pumpkin,53.0053,30.0035,,,
2016-10-10,Snake gourd,92.00103,55.0068,,,
2016-10-10,Tomato,73.0085,70.0075,,,
2016-10-11,Beans,178.00185,149.00155,,,
2016-10-11,Brinjal,88.0088,61.0068,,,
2016-10-11,Cabbage,74.0083,61.0065,,,
2016-10-11,Carrot,94.0093,94.009,,,
2016-10-11,Pumpkin,53.0053,31.0035,,,
2016-10-11,Snake gourd,95.00118,58.007,,,
2016-10-11,Tomato,76.0088,71.007,,,
2016-10-12,Beans,180.00185,150.00155,,,
2016-10-12,Brinjal,89.0093,63.007,,,
2016-10-12,Cabbage,75.0078,62.0065,,,
2016-10-12,Carrot,94.0098,92.009,,,
2016-10-12,Pumpkin,53.0048,32.0028,,,
2016-10-12,Snake gourd,100.00118,61.007,,,
2016-10-12,Tomato,79.0085,71.007,,,
2016-10-13,Beans,184.0019,151.00155,,,
2016-10-13,Brinjal,89.0093,65.007,,,
2016-10-13,Cabbage,76.0083,63.0065,,,
2016-10-13,Carrot,94.00118,90.009,,,
2016-10-13,Pumpkin,52.0068,32.0028,,,
2016-10-13,Snake gourd,105.00113,64.007,,,
2016-10-13,Tomato,81.0088,71.007,,,
2016-10-14,Beans,186.00185,153.00155,,,
2016-10-14,Brinjal,90.0098,68.0065,,,
2016-10-14,Cabbage,78.00103,64.007,,,
2016-10-14,Carrot,98.00128,90.0012,,,
2016-10-14,Pumpkin,55.0058,31.003,,,
2016-10-14,Snake gourd,109.00118,67.008,,,
2016-10-14,Tomato,84.0093,71.007,,,
2016-10-17,Beans,186.00178,155.00155,,,
2016-10-17,Brinjal,92.0083,70.0065,,,
2016-10-17,Cabbage,84.0085,66.007,,,
2016-10-17,Carrot,106.00105,96.00145,,,
2016-10-17,Pumpkin,56.0053,31.0035,,,
2016-10-17,Snake gourd,114.00123,72.008,,,
2016-10-17,Tomato,88.007,71.007,,,
2016-10-19,Beans,186.0019,155.00155,,,
2016-10-19,Brinjal,90.0083,67.0055,,,
2016-10-19,Cabbage,86.0083,68.007,,,
2016-10-19,Carrot,113.0011,118.00125,,,
2016-10-19,Pumpkin,56.0055,31.0035,,,
2016-10-19,Snake gourd,116.0012,76.008,,,
2016-10-19,Tomato,82.0075,68.0055,,,
2016-10-20,Beans,187.0019,155.00155,,,
2016-10-20,Brinjal,88.007,64.005,,,
2016-10-20,Cabbage,87.007,69.006,,,
2016-10-20,Carrot,115.001,125.0012,,,
2016-10-20,Pumpkin,58.0055,33.0035,,,
2016-10-20,Snake gourd,117.0011,78.007,,,
2016-10-20,Tomato,80.007,65.0033,,,
2016-10-21,Beans,187.002,155.00155,,,
2016-10-21,Brinjal,84.0075,60.0055,,,
2016-10-21,Cabbage,84.0075,68.007,,,
2016-10-21,Carrot,112.0014,131.0012,,,
2016-10-21,Pumpkin,55.0055,34.0035,,,
2016-10-21,Snake gourd,116.00145,78.0075,,,
2016-10-21,Tomato,77.0075,58.004,,,
2016-10-24,Beans,190.00207,155.0017,,,
2016-10-24,Brinjal,79.008,58.006,,,
2016-10-24,Cabbage,79.0075,68.007,,,
2016-10-24,Carrot,114.0012,131.0011,,,
2016-10-24,Pumpkin,55.0055,35.0035,,,
2016-10-24,Snake gourd,122.00117,77.0075,,,
2016-10-24,Tomato,73.0075,52.0045,,,
2016-10-25,Beans,195.00205,158.00175,,,
2016-10-25,Brinjal,79.0075,57.0055,,,
2016-10-25,Cabbage,77.007,68.007,,,
2016-10-25,Carrot,117.0011,124.0013,,,
2016-10-25,Pumpkin,55.0055,35.0035,,,
2016-10-25,Snake gourd,120.00115,76.0075,,,
2016-10-25,Tomato,74.0075,47.005,,,
2016-10-26,Beans,199.002,162.0019,,,
2016-10-26,Brinjal,77.0085,55.007,,,
2016-10-26,Cabbage,75.007,68.007,,,
2016-10-26,Carrot,116.0011,121.0013,,,
2016-10-26,Pumpkin,55.0055,35.004,,,
2016-10-26,Snake gourd,122.0012,75.00105,,,
2016-10-26,Tomato,74.0075,45.005,,,
2016-10-27,Beans,200.0019,169.0019,,,
2016-10-27,Brinjal,77.0075,58.0055,,,
2016-10-27,Cabbage,72.007,68.007,,,
2016-10-27,Carrot,116.00115,122.0012,,,
2016-10-27,Pumpkin,55.0055,36.004,,,
2016-10-27,Snake gourd,122.0012,80.009,,,
2016-10-27,Tomato,74.007,44.005,,,
2016-10-28,Beans,200.002,176.00165,,,
2016-10-28,Brinjal,78.0075,59.0055,,,
2016-10-28,Cabbage,72.0075,70.0055,,,
2016-10-28,Carrot,119.00105,122.0012,,,
2016-10-28,Pumpkin,55.0055,37.0045,,,
2016-10-28,Snake gourd,124.0012,84.009,,,
2016-10-28,Tomato,74.007,47.005,,,
2016-10-31,Beans,200.00205,178.00175,,,
2016-10-31,Brinjal,78.007,59.0065,,,
2016-10-31,Cabbage,72.0075,67.0055,,,
2016-10-31,Carrot,112.001,122.0012,,,
2016-10-31,Pumpkin,55.006,39.0045,,,
2016-10-31,Snake gourd,119.00125,87.009,,,
2016-10-31,Tomato,73.007,49.0055,,,
2016-11-01,Beans,200.00207,179.00175,,,
2016-11-01,Brinjal,76.008,60.0065,,,
2016-11-01,Cabbage,72.007,64.0058,,,
2016-11-01,Carrot,108.00103,124.0013,,,
2016-11-01,Pumpkin,56.0053,41.0045,,,
2016-11-01,Snake gourd,120.00113,90.0085,,,
2016-11-01,Tomato,72.007,51.0055,,,
2016-11-02,Beans,200.0019,179.00175,,,
2016-11-02,Brinjal,77.0085,62.0055,,,
2016-11-02,Cabbage,72.0065,62.006,,,
2016-11-02,Carrot,107.0011,124.00125,,,
2016-11-02,Pumpkin,56.0055,43.0035,,,
2016-11-02,Snake gourd,120.0011,92.0075,,,
2016-11-02,Tomato,71.007,52.0055,,,
2016-11-03,Beans,198.0016,176.00175,,,
2016-11-03,Brinjal,77.0085,59.0045,,,
2016-11-03,Cabbage,71.0075,60.005,,,
2016-11-03,Carrot,107.0095,123.0011,,,
2016-11-03,Pumpkin,56.005,42.0035,,,
2016-11-03,Snake gourd,118.0012,86.0075,,,
2016-11-03,Tomato,70.007,53.0045,,,
2016-11-04,Beans,192.00165,173.00165,,,
2016-11-04,Brinjal,79.008,57.0055,,,
2016-11-04,Cabbage,72.0075,56.003,,,
2016-11-04,Carrot,103.001,121.009,,,
2016-11-04,Pumpkin,55.006,41.0035,,,
2016-11-04,Snake gourd,118.0012,83.0075,,,
2016-11-04,Tomato,70.008,52.0045,,,
2016-11-07,Beans,185.0019,173.00155,,,
2016-11-07,Brinjal,80.008,57.004,,,
2016-11-07,Cabbage,72.0065,51.004,,,
2016-11-07,Carrot,102.0011,115.0011,,,
2016-11-07,Pumpkin,56.006,39.004,,,
2016-11-07,Snake gourd,118.0011,80.007,,,
2016-11-07,Tomato,72.0055,51.0045,,,
2016-11-08,Beans,182.0019,169.0015,,,
2016-11-08,Brinjal,82.007,52.0055,,,
2016-11-08,Cabbage,70.005,48.0035,,,
2016-11-08,Carrot,104.0011,113.0011,,,
2016-11-08,Pumpkin,56.0055,38.004,,,
2016-11-08,Snake gourd,115.0011,76.007,,,
2016-11-08,Tomato,69.0055,49.005,,,
2016-11-09,Beans,179.00215,164.0015,,,
2016-11-09,Brinjal,80.007,50.006,,,
2016-11-09,Cabbage,66.006,43.0035,,,
2016-11-09,Carrot,105.0011,109.0011,,,
2016-11-09,Pumpkin,56.0055,37.0035,,,
2016-11-09,Snake gourd,114.0011,73.007,,,
2016-11-09,Tomato,66.0055,48.005,,,
2016-11-10,Beans,184.0022,159.0017,,,
2016-11-10,Brinjal,77.008,51.006,,,
2016-11-10,Cabbage,65.006,38.004,,,
2016-11-10,Carrot,105.0011,106.0011,,,
2016-11-10,Pumpkin,56.006,37.0035,,,
2016-11-10,Snake gourd,114.00115,72.007,,,
2016-11-10,Tomato,63.006,47.005,,,
2016-11-11,Beans,196.00205,158.00175,,,
2016-11-11,Brinjal,76.0077,54.004,,,
2016-11-11,Cabbage,62.005,36.004,,,
2016-11-11,Carrot,108.00113,106.0011,,,
2016-11-11,Pumpkin,58.0057,37.0035,,,
2016-11-11,Snake gourd,113.00113,71.007,,,
2016-11-11,Tomato,61.0057,48.005,,,
2016-11-15,Beans,204.002,160.0017,,,
2016-11-15,Brinjal,75.0078,51.006,,,
2016-11-15,Cabbage,57.0063,38.004,,,
2016-11-15,Carrot,111.00107,110.0011,,,
2016-11-15,Pumpkin,57.0057,37.0035,,,
2016-11-15,Snake gourd,112.0098,70.007,,,
2016-11-15,Tomato,56.0058,49.0055,,,
2016-11-16,Beans,206.00193,163.00165,,,
2016-11-16,Brinjal,75.0077,55.006,,,
2016-11-16,Cabbage,57.005,38.005,,,
2016-11-16,Carrot,110.0012,110.0011,,,
2016-11-16,Pumpkin,57.0057,36.0045,,,
2016-11-16,Snake gourd,109.0093,70.007,,,
2016-11-16,Tomato,57.006,51.005,,,
2016-11-17,Beans,207.002,166.00165,,,
2016-11-17,Brinjal,76.0073,56.006,,,
2016-11-17,Cabbage,57.005,41.005,,,
2016-11-17,Carrot,112.00113,110.0011,,,
2016-11-17,Pumpkin,57.0057,37.0045,,,
2016-11-17,Snake gourd,106.00103,70.007,,,
2016-11-17,Tomato,58.0057,51.005,,,
2016-11-18,Beans,204.0021,169.00165,,,
2016-11-18,Brinjal,77.0073,56.005,,,
2016-11-18,Cabbage,55.005,44.005,,,
2016-11-18,Carrot,113.00107,110.0011,,,
2016-11-18,Pumpkin,58.0053,39.0045,,,
2016-11-18,Snake gourd,104.00117,70.007,,,
2016-11-18,Tomato,58.0057,51.005,,,
2016-11-21,Beans,202.0022,168.0018,,,
2016-11-21,Brinjal,76.0077,54.0055,,,
2016-11-21,Cabbage,53.005,46.0045,,,
2016-11-21,Carrot,112.00107,110.0011,,,
2016-11-21,Pumpkin,56.0057,41.0045,,,
2016-11-21,Snake gourd,105.00117,70.007,,,
2016-11-21,Tomato,58.0053,51.005,,,
2016-11-22,Beans,205.00227,169.0018,,,
2016-11-22,Brinjal,76.0077,57.0045,,,
2016-11-22,Cabbage,53.0053,47.0035,,,
2016-11-22,Carrot,111.00107,110.0011,,,
2016-11-22,Pumpkin,56.0055,43.0035,,,
2016-11-22,Snake gourd,106.00127,70.007,,,
2016-11-22,Tomato,57.0053,51.0045,,,
2016-11-23,Beans,210.0022,171.002,,,
2016-11-23,Brinjal,75.0073,54.0055,,,
2016-11-23,Cabbage,51.005,46.005,,,
2016-11-23,Carrot,111.0097,110.0011,,,
2016-11-23,Pumpkin,56.0053,43.005,,,
2016-11-23,Snake gourd,111.00123,70.007,,,
2016-11-23,Tomato,56.0053,49.0045,,,
2016-11-24,Beans,215.00213,178.002,,,
2016-11-24,Brinjal,75.0073,53.0055,,,
2016-11-24,Cabbage,51.005,46.005,,,
2016-11-24,Carrot,106.0097,110.0012,,,
2016-11-24,Pumpkin,55.0053,44.005,,,
2016-11-24,Snake gourd,117.00133,70.007,,,
2016-11-24,Tomato,55.0057,48.005,,,
2016-11-25,Beans,218.00253,185.002,,,
2016-11-25,Brinjal,75.0073,52.0043,,,
2016-11-25,Cabbage,51.0067,46.004,,,
2016-11-25,Carrot,103.0014,112.0011,,,
2016-11-25,Pumpkin,54.0057,45.0045,,,
2016-11-25,Snake gourd,123.00137,70.007,,,
2016-11-25,Tomato,55.0057,48.005,,,
2016-11-28,Beans,227.0026,192.00265,,,
2016-11-28,Brinjal,75.0077,51.006,,,
2016-11-28,Cabbage,54.005,44.0035,,,
2016-11-28,Carrot,110.0012,112.00135,,,
2016-11-28,Pumpkin,55.0057,45.0055,,,
